Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Train Speed,Test Speed
0,0.06922836601734161,0.37842464447021484,0.05373410880565643,0.5659722089767456,5.688523292541504,6.236461162567139
1,0.04721515625715256,0.6010273694992065,0.04331798478960991,0.6423611044883728,5.718414783477783,7.985290050506592
2,0.041224416345357895,0.6575342416763306,0.037185072898864746,0.6840277910232544,5.690125942230225,7.69347620010376
3,0.03630772605538368,0.7003424763679504,0.036939624696969986,0.7152777910232544,5.712522029876709,7.961477279663086
4,0.03368591517210007,0.7251712083816528,0.036349110305309296,0.7083333134651184,5.712850570678711,7.853226661682129
5,0.030443869531154633,0.7705479264259338,0.030231811106204987,0.7534722089767456,5.725086688995361,7.973750114440918
6,0.028911137953400612,0.7705479264259338,0.029625874012708664,0.7847222089767456,5.711686611175537,7.79505729675293
7,0.026639185845851898,0.7936643958091736,0.04223455488681793,0.6631944179534912,5.70459508895874,8.003231048583984
8,0.024421807378530502,0.8142123222351074,0.04973767325282097,0.5868055820465088,5.581987380981445,7.8862690925598145
9,0.02243966795504093,0.840753436088562,0.02837376482784748,0.8055555820465088,5.696327209472656,8.035943031311035
10,0.02100353315472603,0.8553082346916199,0.024148467928171158,0.8263888955116272,5.655217170715332,7.6376237869262695
11,0.019725220277905464,0.863869845867157,0.027790959924459457,0.7951388955116272,5.494871616363525,7.5069451332092285
12,0.017509862780570984,0.8895547986030579,0.023842059075832367,0.8402777910232544,5.634041786193848,7.8762030601501465
13,0.017187876626849174,0.8972602486610413,0.022133691236376762,0.8576388955116272,5.740751266479492,7.995996475219727
14,0.015538353472948074,0.9126712083816528,0.02613811567425728,0.8125,5.689542770385742,7.6648173332214355
15,0.013275178149342537,0.9289383292198181,0.018208365887403488,0.8888888955116272,5.567842483520508,7.329288005828857
16,0.012841315008699894,0.9229452013969421,0.02216711826622486,0.8611111044883728,5.557461261749268,8.005663871765137
17,0.012129893526434898,0.9426369667053223,0.025019371882081032,0.8125,5.712801456451416,7.771969795227051
18,0.010828342288732529,0.9511986374855042,0.018078723922371864,0.8645833134651184,5.602014541625977,7.276014804840088
19,0.009815637022256851,0.9589040875434875,0.015729254111647606,0.8993055820465088,5.540716171264648,7.886308193206787
20,0.008745857514441013,0.9683219194412231,0.01641750894486904,0.90625,5.635382652282715,7.988508224487305
21,0.0080525828525424,0.9700342416763306,0.01593037322163582,0.8958333134651184,5.7271809577941895,7.8618974685668945
22,0.007479405030608177,0.9708904027938843,0.016456669196486473,0.9027777910232544,5.64276123046875,7.242334842681885
23,0.006875982042402029,0.9785959124565125,0.016348717734217644,0.8854166865348816,5.493535041809082,7.370879650115967
24,0.006331924814730883,0.9854452013969421,0.014732543379068375,0.90625,5.520021915435791,7.412348747253418
25,0.0061488524079322815,0.9845890402793884,0.014187739230692387,0.8993055820465088,5.702324390411377,7.4146599769592285
26,0.005842345301061869,0.9845890402793884,0.014892146922647953,0.8993055820465088,5.714845657348633,7.7964863777160645
27,0.005621450021862984,0.9845890402793884,0.014585084281861782,0.9097222089767456,5.75460958480835,7.82623291015625
28,0.005307614803314209,0.994006872177124,0.01465531811118126,0.90625,5.758408069610596,7.7951202392578125
29,0.005105246789753437,0.9922945499420166,0.014408612623810768,0.9131944179534912,5.7553629875183105,8.065688133239746
30,0.005021854769438505,0.988869845867157,0.01432974822819233,0.90625,5.732151985168457,8.027935981750488
31,0.005429758690297604,0.9845890402793884,0.01415344886481762,0.9166666865348816,5.74889612197876,8.026204109191895
